Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Discriminator Loss,Discriminator Test Loss,Generator Loss
2024-03-01 22:14:20,,da2ced99caea46afa30932fc901a4327,spiffy-ray-236,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.6962740421295166,0.6919514536857605,0.687025785446167
2024-03-01 22:13:58,,ad283f023cbf43dea5a4fc16437f35fd,calm-lamb-770,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.6962755620479584,0.6927247941493988,0.6847695708274841
2024-03-01 22:15:05,,90b3d5e0044144ceaea9eef4952a0a51,placid-turtle-0,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.6964558959007263,0.6919725239276886,0.6864250898361206
2024-03-01 22:15:41,,dde60f407bc74d1da0426e1d025bab21,efficient-asp-592,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.6965370178222656,0.6926561892032623,0.6874522566795349
2024-03-01 22:15:58,,5540f59b71074ed58fc0d0c007064ea7,nebulous-mouse-976,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.6967166662216187,0.6906462907791138,0.684971272945404
2024-03-01 22:13:58,,a666b1de6c064bbdb71569e98ef37fbf,brawny-frog-666,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.696841299533844,0.6920199990272522,0.6851543188095093
2024-03-01 22:15:39,,0518f6eea92143b28a407a3b7778be94,bedecked-zebra-244,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.6968783140182495,0.692608654499054,0.6878839135169983
2024-03-01 22:14:19,,df1ce97d37c74989bf9e2405fb9ba482,carefree-foal-20,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.6970762610435486,0.6911176145076752,0.6843910217285156
2024-03-01 22:14:00,,6413c629d4ac4a90871fdc209274a9fc,omniscient-pug-48,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.6971151232719421,0.6923981308937073,0.6931508779525757
2024-03-01 22:15:39,,541ea1d9b6184fec8b893656e784c5f6,powerful-mouse-563,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7254011631011963,0.6930180490016937,0.6881842613220215
2024-03-01 22:15:25,,586f3d10d35b49349424421af6b05e66,blushing-loon-438,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7258501350879669,0.6932721436023712,0.6821641325950623
2024-03-01 22:15:21,,20b7062b3596482c8caccad142e683f3,fun-cat-920,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7263128161430359,0.6929725706577301,0.6970207095146179
2024-03-01 22:15:19,,4c0627ea03a54154932fcdb1ed6c7064,loud-hen-813,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7298228740692139,0.6929662227630615,0.6932754516601562
2024-03-01 22:15:58,,26b6c82dba8d45579a7e770e49de8da8,abundant-conch-912,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7348476648330688,0.6930834054946899,0.6895910501480103
2024-03-01 22:15:00,,369831c44025479a959dddf8ec027950,polite-squirrel-570,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7370831966400146,0.6940394937992096,0.6609973311424255
2024-03-01 22:14:19,,2d49dfbf03fc4fd4bc9ec7b08dc1d4df,clumsy-fox-367,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7385723292827606,0.6930936574935913,0.6858487129211426
2024-03-01 22:15:58,,d748d58a488c44928b14602128ab350c,caring-cod-622,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7404738068580627,0.693213552236557,0.6745595932006836
2024-03-01 22:15:20,,7c600e13176c45e4984aa7c59be949f6,rebellious-shad-844,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7498666048049927,0.6930940747261047,0.6652926206588745
2024-03-01 22:15:39,,e4f08eea1679499c9e3c47f2036d40c7,zealous-sloth-107,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.755137026309967,0.6927712857723236,0.6851165890693665
2024-03-01 22:15:41,,903358fab01a49399a5f1926b70618af,magnificent-ape-94,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7559713125228882,0.6928092539310455,0.6833096742630005
2024-03-01 22:13:59,,9f7bbfabed0141a2b3cafd5b5b49268e,tasteful-snake-65,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7600839734077454,0.6928247213363647,0.6720547676086426
2024-03-01 22:14:40,,ee921e0f8631403c945b893a4d628c53,nervous-moth-556,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,0.7616169452667236,0.692792534828186,0.6823453307151794
2024-03-02 09:37:30,,484f6424cd9b4023b7a26dc4ba1fbf78,salty-ant-674,NOTEBOOK,/Users/m332479@azg.pwus.us/Projects/GANs CyberSecurity/cGAN-based_Intrusion_Detection_System_optimization,m332479@azg.pwus.us,RUNNING,,,
